row,col,lat,lon,mf_score
108,37,32.9750689597635,-103.98489760027846,0.316123342133081
109,36,32.974777565096936,-103.98536567668461,0.33726265269160527
109,37,32.97471832646174,-103.9849850908421,0.3448028581436731
110,36,32.97442693444425,-103.98545316520826,0.28232210372572303
110,37,32.974367685289614,-103.9850719175308,0.13357850849260422
113,37,32.97331589666676,-103.9853458028315,0.270276216407751
114,37,32.97296529784575,-103.98543687818173,0.3477814865232988
115,37,32.972614698855615,-103.9855279544973,0.31477792196013593
145,480,32.935089644034804,-103.81979561689984,0.2988219404790146
145,481,32.935027341915884,-103.81942114554676,0.24976270398275424
146,480,32.93473575747067,-103.81988914693993,0.28151112253756033
146,481,32.934673451638716,-103.81951467854269,0.2462309843670087
146,482,32.93461113980317,-103.81914023017565,0.032419797893057926
148,42,32.96070840653501,-103.98664466466067,0.6720361277435417
148,43,32.960648879652425,-103.98625745043893,0.3698833615558274
149,42,32.9603562483457,-103.98673688525129,0.3561786825674902
149,43,32.96029676582657,-103.98635295725579,0.35768177700948
157,321,32.940658908090654,-103.88092888439589,0.32134973735499195
157,322,32.94059758685999,-103.88055346374658,0.27709609916667954
158,321,32.94030199855696,-103.88101156902705,0.2792513315469941
158,322,32.94024066172427,-103.88063396067231,0.15724852538690073
159,320,32.94000639237078,-103.88146653398582,0.27979461105156606
159,321,32.93994507751901,-103.88109221656322,0.2740263733124028
159,322,32.9398837511989,-103.88071710889999,0.2224697549286771
160,321,32.939588136781815,-103.88116955796012,0.24449479642752805
165,144,32.948568581640785,-103.9489079711072,0.19325947774306046
166,143,32.94827994572771,-103.94937800855571,0.12557263318276635
166,144,32.94821972631406,-103.9489964914622,0.5585751625758179
166,145,32.94815950045352,-103.94861499763597,0.2988988762398247
167,143,32.947931123961624,-103.94946876241755,0.11351793892050105
167,144,32.94787088455212,-103.94908609413935,0.2782428900355492
167,145,32.94781063976128,-103.94870352209664,0.3178529074134638
168,144,32.94752205988095,-103.94917700711189,0.2151624868947818
168,145,32.94746177803363,-103.94879204741315,0.21496752314800618
186,523,32.917920411847206,-103.80729811034827,0.17786905596786656
186,524,32.917857701854935,-103.80692465882498,0.2531916461539985
186,525,32.917794986410925,-103.80655122891794,0.31083833566509317
187,522,32.917632567017286,-103.80776134627538,0.23470489414542087
187,523,32.91756985829896,-103.8073878763733,0.24922726273204054
187,524,32.917507144363704,-103.80701476991003,0.23490123994211234
187,525,32.91744442447839,-103.80664100132239,0.31057537065654794
187,526,32.91738169940608,-103.80626759626941,0.307468481228249
188,523,32.91721930366206,-103.8074776427397,0.3339665335024631
188,524,32.91715658731937,-103.80710653373671,0.15160184617491387
188,525,32.917093861456756,-103.8067307740656,0.28838718000462915
188,526,32.91703113219264,-103.8063573722009,0.30169358479897174
189,523,32.916869685782025,-103.80756904645494,0.25395692918397594
189,524,32.91680696338023,-103.80719560437434,0.20747087759207486
189,525,32.91674423552782,-103.80682218390982,0.220183782706386
189,526,32.91668150223981,-103.80644878510954,0.2433169911462464
344,598,32.85725798483718,-103.79362412425616,0.12593239778764345
344,599,32.85719429745481,-103.7932526550364,0.17311127765158654
344,600,32.857130556113326,-103.79287862800527,0.2246784820161025
344,601,32.857066865410175,-103.79250743647547,0.20581376758631942
344,602,32.857003140503075,-103.7921346986153,0.12361037200905677
345,596,32.857026047839284,-103.79445582389232,0.1359401071972718
345,597,32.85696236886779,-103.79408452651093,0.2957931588069606
345,598,32.85689868579924,-103.79371324880204,0.5691801798153486
345,599,32.856834939796954,-103.79333898038624,0.77078421366861
345,600,32.85677124916653,-103.79296776418376,0.5616525434461439
345,601,32.856707499152805,-103.79259372409668,0.5249316815527677
345,602,32.85664379744327,-103.7922223840092,0.28318566157734915
345,603,32.85658009537904,-103.79185124983321,0.3750066540031775
346,595,32.856730435246284,-103.79491627294281,0.46574711666717034
346,596,32.85666675644462,-103.79454495126076,0.21841441902092895
346,597,32.85660301367312,-103.79417062298238,0.1276610204047955
346,598,32.85653932707448,-103.79379935544654,0.43213921226717644
346,599,32.85647558982217,-103.7934257421334,0.29341309051231446
346,600,32.85641188255269,-103.79305387031384,0.5159268934733757
346,601,32.856348184370866,-103.79268268423684,0.5226751496697803
346,602,32.85628448232905,-103.79231152519634,0.38837833713813974
346,603,32.856220725347036,-103.79193777530774,0.18169974265990627
347,595,32.85637108684729,-103.79500236352429,0.40167319043149724
347,596,32.85630740437762,-103.79463104502564,0.06970821067421756
347,597,32.856243684961974,-103.79425809799662,0.14439483430905697
347,598,32.8561799672534,-103.793885455684,0.4831409831743347
347,599,32.85611627305288,-103.79351421808488,0.2595683717143489
347,600,32.8560525749426,-103.793143007333,0.09948926076993198
347,601,32.85598886219795,-103.79277127910886,0.07519365045681282
347,602,32.85592510742367,-103.79239763827033,0.13375625119470755
348,595,32.856011737490746,-103.79508845469103,0.30264906868102165
348,596,32.855948051352854,-103.79471713937453,0.3181040382041649
348,597,32.855884300407496,-103.794342817674,0.24368032600577996
348,598,32.85582060647417,-103.79397155650291,0.10899223097813664
348,599,32.855756908606594,-103.79360032208538,0.04666068887332868
353,576,32.85542503197901,-103.8025997413005,0.1801114669046756
353,577,32.855361410043,-103.80222810634291,0.23304140246074115
353,578,32.85529772427834,-103.80185373976771,0.2399248637322296
354,575,32.855129377677784,-103.80305774965349,0.2911446272492803
354,576,32.85506575306815,-103.80268593394229,0.23171283025419495
354,577,32.85500212401514,-103.80231414309714,0.18008556621009966
354,578,32.85493849054053,-103.8019423771969,0.09803468555193201
355,571,32.855024633923335,-103.80463433395957,0.2551341387502748
355,572,32.8549610234769,-103.80426242181954,0.20517800148544868
355,573,32.8548974085017,-103.8038905342365,0.12349324596737851
355,574,32.85483378901897,-103.80351867128672,0.089982416768119
355,575,32.85477016505007,-103.80314683304715,0.18817722121364583
355,576,32.8547065366165,-103.8027750195953,0.2501192733815971
355,577,32.85464288462959,-103.80240235696634,0.22192171354133639
355,578,32.8545792296607,-103.80202978190411,0.2847479592851244
356,571,32.8546654062437,-103.8047220493844,0.24120050403406923
